node_id,node_name,node_summary,node_et_equivalent
4769,Muutmine (loogika),,
6506,Teoloogia summa Ia q. 13,,
7127,Viis teed,,
1406,British Journal of Aesthetics,,
2385,Fred Sommers,,
5003,Nõukogude Liit,"  Nõukogude Liit (ametlikult Nõukogude Sotsialistlike Vabariikide Liit, ka NSV Liit ja NSVL; vene keeles Союз Советских Социалистических Республик ehk Советский Союз ehk СССР) oli aastatel 1922–1991 Euraasia põhjaosas eksisteerinud sotsialistlik riik, kuhu alla kuulusid tänapäeva Venemaa, Ukraina ja Valgevene ning Kesk-Aasia ja Taga-Kaukaasia riigid; 1940-1991 ka annekteeritud Baltimaad ja Moldova.   Nõukogude Liidu pealinn oli Moskva.  Tähtsaim püha oli 7.  november – 1917.  aastal toimunud oktoobr.",Soviet Union
2379,Franz Tymmermann,,
6290,Sõltuvus (metafüüsika),"Sõltuvus (ladina keeles dependentia) ehk reaalne sõltuvus ehk ontoloogiline sõltuvus on entiteetide suhe, mille puhul ühe entiteedi olemasolu või omadusi määrab ja tingib teine entiteet.   Loogikas on järeldus eeldustest loogilises sõltuvuses.    Olemasolu sõltumine ehk olemasolusõltuvus  Üks tugevamaid sõltumissuhteid on olukord, kus millegi olemasolust sõltub mõnest muust entiteedist, näiteks omaduse olemasolu sõltub asjast, mille olemasolu see on.  Entiteedi A olemasolu sõltuvus entiteedist B tä.",
4870,Natsionaalsotsialistlik Saksa Töölispartei,"pisi|NSDAP‎ partei kuldmärk Natsionaalsotsialistlik Saksa Töölispartei (varasem tõlge Rahvussotsialistlik Saksa Töölispartei; saksa keeles: Nationalsozialistische Deutsche Arbeiterpartei, lühend NSDAP) oli partei, mis tuli Saksamaal demokraatlike valimiste tulemusena võimule 1933.  aastal.  NSDAP asutati 24.  veebruaril 1920. Die Nationalsozialistische Deutsche Arbeiterpartei (NSDAP) Lebendiges Museum Online Alates 28.  juulist 1921 oli partei esimees Adolf Hitler. Nazi Germany – The Nazi Party histor.",Nazi Party
484,3. aastatuhat,"Kolmas aastatuhat on periood, mis algas 1.  jaanuaril 2001 ja lõpeb 31.  detsembril 3000.     13.  12.  11.  10.  9.  8.  7.  6.  5.  4.  3.  2.  1.  1. (1–1000) 2.  (1001–2000) 3.  (2001–3000) 4.  (3001–4000)  21.  sajand 2000 2010 2020 2030 2040 2050 2060 2070 2080 2090 22.  sajand 2100 2110 2120 2130 2140 2150 2160 2170 2180 2190 23.  sajand 2200 2210 2220 2230 2240 2250 2260 2270 2280 2290 24.  sajand 2300 2310 2320 2330 2340 2350 2360 2370 2380 2390 25.  sajand 2400 2410 2420 2430 2440 2450 2460 2470 2480 2490 26.  .",3rd millennium
3600,Klassifikaator (keeleteadus),"Klassifikaator on keeleteaduses sõna või morfeem, mis mõnes keeles lisatakse nimisõnale, et klassifitseerida seda sõna vastavalt tema tähendusele.  Klassifikaatorid on oma funktsioonilt võrreldavad ka näiteks mõõdusõnadega, sest nende abil on võimalik näidata nimisõna kogust.  Ühes keeles võib olla sadu erinevaid klassifikaatoreid.  Et klassifikaatorid esinevad sageli iseseisvate sõnadena, siis võib neid pidevalt keelde lisanduda. Paul R.  Kroeger 2005.  Analyzing Grammar.  An Introduction.  Cambridge: .",Classifier (linguistics)
3764,Krahv Pembroke,,
564,8. mai,8.  mai on Gregoriuse kalendri 128.  (liigaastal 129. ) päev.  Juliuse kalendri järgi 25.  aprill (1901–2099).    Sündmused  Eestis  1563 – Piltene linnuses võttis hertsog Magnus vastu Saaremaalt saabunud delegatsiooni ning nende palvele vastu tulles andis Kuressaarele linnaõigused (Riia linnaõigused).   1925 – Eesti suuruselt teine kommertspank Harju Pank läks pankrotti.   1939 – toimus aktsiaseltsi Elektrikeskus asutamiskoosolek.  Seda päeva loetakse ka Eesti energiasüsteemi alguseks.   1946 – Aili Jürg.,May 8
6612,Tiibeti-birma keeled,,
3866,Kutsekeskkool,,
7386,Õnn,"thumb| Õnn ehk õnnelikkus on inimese vaimne ja emotsionaalne seisund alates meeldivast rahulolust kuni intensiivse rõõmuni.  Õnnelik olemine võib peegeldada inimese üldist rahulolu oma eluga.  Erinevad bioloogia-, psühholoogia-, majandusteaduse-, religiooni ja  filosoofia tegelased on püüdnud defineerida õnne ja leida tema allikaid.   Eesti etümoloogiasõnaraamat väidab, et õnn on rõõm ja sügav rahulolu oma olukorraga. Eesti etümoloogiasõnaraamat  Filosoofid ja religioonid defineerivad õnne pigem kui.",Happiness
6887,Usaldav uskumine,"Usaldav uskumine üldiselt tähendab uskumist, mis on nii enesestmõistetav, et inimene ei teadvustagi oma uskumist.    Usaldav uskuja ei oska isegi kahtlustada, et ta usub, sest ta arvab, et ta teab.  Usaldav uskumine on inimesele omane.    Usaldava uskumise mõistet kasutab Enn Kasak teadlaste mõtlemise kritiseerimisel.  Teadlane (loodusteadlane) kipub uskuma, et see, mis ta teeb, on tegelikkus.  Ja usub, et see, mida ta teada saab, on tõde või vähemalt peaaegu tõde.  See usk on nii sügav, et seda võib .",
3682,Kongo DV,,
4295,Mae West,,
6592,Thomas Egerton,,
4179,Lord John Russell,,
1377,Bonni ülikool,"Bonni ülikool on üks Saksamaa suuremaid ja tähtsamaid ülikoole.  See on traditsiooniline teadusülikool, millel on suur rahvusvaheline tähtsus.    Üliõpilasi on üle 31 000.   Ülikoolis on 7 teaduskonda ja umbes 90 eriala.  Professoreid oli 2010.  aasta seisuga 504.   Bonni ülikooli raamatukogus on umbes 2,2 miljonit köidet.   pisi|tühi|300px|Ülikooli peahoone   Viited    Välislingid   Koduleht  Kategooria:Saksamaa ülikoolid Kategooria:Bonn.",University of Bonn
6574,The Strife of Systems,"""The Strife of Systems: An Essay on the Grounds and Implications of Philosophical Diversity"" on Nicholas Rescheri filosoofiline raamat.  Selle avaldas 1985 The University of Pittsburgh Press.    Kokkuvõte Eessõna Filosoofide lahkarvamuste põhjus on vastuolus olevad kognitiivsed väärtused, mis puudutavad tähtsust, kesksust ja eelnevust ning millest tulevad standardid, millest lähtudes hinnatakse analoogiaid, mis määravad nende süsteemipositsioonide fundamentaalsete väidete usutavust.  Need vaidlused.",
940,Anathon Aall,"Anathon August Fredrik Aall (15.  august 1867 Nyborg, Unjárga vald, Finnmark – 9.  jaanuar 1943 Lunner, Oppland) oli norra filosoof ja psühholoog.    Tema vanemad olid pastor Niels Anton Aall (1833–1896) ja Mathilde Susanne Dahl (1842–1910).  Niels Aall, Jørgen Aall ja Jacob Aall olid tema isaisa isa vennad.     Ta oli õigusfilosoofi ja poliitiku Herman Harris Aalli vend.    Elulugu Aall kasvas üles Finnmargis, Sunnfjordis ja Vesterålenis, kus tema isa oli eri kohtades pastor.    Aastal 1886 lõpetas ta.",Anathon Aall
1006,Antiikesteetika,,
3445,Karl-Martin Dietz,,
5790,Richard Kraut,"Richard Kraut (sündinud 27.  oktoobril 1944 Brooklynis) on USA filosoof.  Ta on Northwesterni Ülikooli Charles ja Emma Morrisoni humanitaarteaduste professor.    Kraut sai magistrikraadi Michigani Ülikoolist ja doktorikraadi Princetoni Ülikoolist, kus tema juhendaja oli Gregory Vlastos.   Tema huvivaldkonnad on moraalifilosoofia ja poliitikafilosoofia, samuti Sokratese, Platoni ja Aristotelese eetika ja poliitiline mõte.    Tunnustus Ameerika Kunstide ja Teaduste Akadeemia liige  Publikatsioone  Two .",Richard Kraut
6308,Sümbol,"Sümbol (vanakreeka sõnast σύμβολον symbolon, ’märk, tunnus’) ehk võrdkuju on märk, mis asendab midagi ilma välise sarnasuse või sisulise jätkuvuseta, üldlevinud arusaamade (näiteks ühiskondliku kokkuleppe) alusel.  Klassikalise Charles Peirce’i märkide klassifikatsiooni kohaselt on sümbol üks kolmest peamisest märgitüübist indeksi ja ikooni kõrval.   Erich Fromm jagab sümbolid kolmeks:  konventsionaalsed sümbolid (kasutatakse näiteks matemaatikas ja tootmises);  juhuslikud sümbolid (sümbol saab aj.",Symbol
3350,Järeldamine,,
5386,Pinacoteca di Brera,,
2719,Herakles,"pisi|2.  sajandi skulptuur Heraklesest pisi|Heraklese marmorkuju 1.  sajandist Herakles (ladina keeles Hercules) on vanakreeka mütoloogias armastatuim heeros, Zeusi ja Teeba kuninga Amphitryoni abikaasa Alkmene poeg.   Herakles oli maailma tugevaim inimene.  Ühtlasi oli suure iseteadvusega.  Ta oli kindlalt veendunud, et keegi ei võinud teda mingil tingimusel võita, ja faktid kinnitasid seda.  Alati, kui ta võitlema hakkas, oli võitluse tulemus ette teada.  Keegi ei saanud temast kunagi jagu.  Üksnes ül.",Heracles
3320,Jumal,"pisi|Ares on Kreeka mütoloogias sõjajumal Jumal on usundites esinev võimas üleloomulik olend (tavaliselt isik).  Monoteistlikes usundites (sh judaismis, kristluses ja islamis) on Jumal ülim olend, kellele omistatakse universumi (sealhulgas inimkonna) loomine, säilitamine ja juhtimine.  Usku Jumalasse või jumalatesse leidub enamikus kultuurides.  Teatud kindla Jumala või kindlate jumalate austajad võivad pidada teisi jumalaid madalamateks või ebajumalateks (neid võidakse nimetada ka jumalusteks).   J.",God
2159,Esi,,
4465,Meaning and Knowledge,"""Meaning and Knowledge"" (""Tähendus ja teadmine"") on Hilary Putnami 1976.  aasta John Locke'i loengute tekst.  See ilmus 1979 tema raamatus ""Meaning and the Moral Sciences"".   Kokkuvõte  Loeng I Tõe (tõesuse) küsimus on filosoofias väga vana, kuid alles 20.  sajandil hakkasid filosoofid ja loogikud eristama teadmise ja õigustatud uskumuse loomuse probleemist.    Alfred Tarski tõeteooria (Tarski tõeteooria) pretendeerib ennekuulmatul moel sellele, et ta on neutraalne epistemoloogia probleemide suhtes n.",
14,11. november,11.  november on Gregoriuse kalendri 315.  (liigaastal 316. ) päev.  Juliuse kalendri järgi 29.  oktoober (1901–2099).    Sündmused   Eestis   1213 – paavst Innocentius III tegi Lundi peapiiskopile Anders Sunesenile ülesandeks nimetada Sakalasse ja Ugandisse piiskop.   1849 –   1917 –   1918 – peeti Eesti Ajutise Valitsuse esimene avalik koosolek.  Senise Omakaitse baasil loodi Kaitseliit.   1937 – Eesti saadik Otto Strandman esitas oma volitused Tšehhoslovakkia presidendile Tomáš Masarykile.    1938 – Ee.,November 11
4985,Null,"Null ehk 0 on täisarv, mis otseselt eelneb arvule 1 ja otseselt järgneb arvule –1.    Null on väiksem kõikidest positiivsetest arvudest ja suurem kõikidest negatiivsetest arvudest.  Kui aga vaadelda arvude absoluutväärtusi, siis on null kõige väiksema absoluutväärtusega, väikseim võimalik arv.  Null pole ei negatiivne ega positiivne arv.  Selle ainulaadse positsiooni tõttu eristub null kõikidest teistest arvudest.   Nulli tähistatakse numbriga 0.    Vaata ka  määramatu avaldis Null aasta Brahmagupta  .",0
4530,Metafilosoofia,,
4490,Meenutusvõime,,
6862,Ungari,"Ungari on merepiirita riik, mis asub Doonau keskjooksul Kesk-Euroopas (teise liigituse järgi Ida-Euroopas).  Ungari naaberriigid on Ukraina, Slovakkia, Austria, Sloveenia, Horvaatia, Rumeenia ja Serbia.    Riik  Haldusjaotus  pisi|Ungari kaart pisi|Ungari komitaadid Ungari on jaotatud pealinnaks (Budapest), 19 komitaadiks (megye) ja 24 komitaadi õigustega linnaks (megyei jogú város).    Komitaadi õigustega linnad Komitaadid   Békéscsaba  Debrecen  Dunaújváros  Eger  Érd  Győr  Hódmezővásárhely  Kap.",Hungary
3118,Jaapanikeelne Vikipeedia,"thumb|Logo Jaapanikeelne Vikipeedia (jaapani keeles ウィキペディア日本語版, Wikipedia Nihongo-ban) on Vikipeedia jaapanikeelne versioon.   Seal on  artiklit ja  lehekülge.  Seal on  registreeritud kasutajat (kellest aktiivseid on ) ja  administraatorit.    Ajalugu  pisi|Jaapanikeelse Vikipeedia esileht 2006.  aastal 2001.  aasta märtsikuus loodi esimesed kolm mitte-ingliskeelset Vikipeedia versiooni – saksa, katalaani ja jaapani. Ingliskeelse Vikipeedia avalehekülg – 30.  märts 2001 veebiarhiiv Alguses paiknes le.",Japanese Wikipedia
122,1754,"1754.  aasta (MDCCLIV) oli 18.  sajandi 54.  aasta.    Sündmused maailmas  31.  märts – Kopenhaagenis avati Kuninglik Taani Kunstiakadeemia.  1.  mai – ilmus Carl von Linné esimene taimede süstemaatika ""Plantarum"".    Sündmused Eestis    . . .    Sündinud    23.  august – Louis XVI, prantsuse kuningas  27.  november – John Parke Custis   Surnud    . . .    1754.",1754
5023,Obstruktsioon,"Obstruktsioon on parlamendi töö sihilik ja kunstlik takistamine opositsiooni poolt.   Tavaliselt tuleb selleks pidada hirmpikki kõnesid.   Vahel aga esitab opositsioon ka palju parandusettepanekuid ja võtab enne iga ettepaneku hääletamist 10 minutilisi vaheaegu. Andres Herkel: Ööistungid kahjustavad mainet, raiskavad raha ja rikuvad tervist, Delfi 29.  november 2012Tuuli Koch: Ekspoliitik Arvo Junti – juntimise ristiisa, Postimees 12. 07. 2008  Viited  Kategooria:Valitsemine.",Obstructionism
6497,Teokonsekventsialism,"Teokonsekventsialism on moraalifilosoofias seisukoht, mille järgi teo moraalne õigsus või väärus sõltub täielikult teo tagajärgedest.  Tegu on õige, kui tal on parimad võimalikud tagajärjed.    Teokonsekventsialism on laiem mõiste kui   teoutilitarism, sest tagajärgede headuse hindamisel võidakse arvestada ka õigluskaalutlusi.   Vaata ka Konsekventsialism Reeglikonsekventsialism   Kirjandus Amartya Sen.  Utilitarianism and Welfarism.  –  Journal of Philosophy, 1979, kd LXXVI, nr 9, lk 463–489.  Samuel.",
4477,Meeldivus,,
1905,Eetikakoodeksid,,
3837,Kunst (kirjastus),"Kunst oli kirjastamisega tegelev Eesti ettevõte, mis loodi 1957.  aastal ning mille põhitegevuseks oli kunstiraamatute väljaandmine.  Samuti on kirjastus välja andnud kunstiromaane, memuaare ja elulooraamatuid.  2019.  aasta seisuga on kirjastus Äriregistri andmetel pankrotis.    Ajalugu   Kirjastus Kunst oli asutatud 1957.  aastal.  Tollane Nõukogude võim lõi kirjastusi valdkondade kaupa ja Kunsti ülesanne oli anda välja raamatuid eesti kunstist.  Algusaastatel olid trükisteks peamiselt albumid, monogr.",
1350,Bioakustika,"Bioakustika on akustika haru, mis tegeleb eluslooduse häälte – erinevate organismide poolt kasutatavate helide – tekitamise ja tajumise uurimisega.    Bioakustika rajajaks peetakse sloveeni bioloogi Ivan Regenit.      Vaata ka Allveeakustika Biofoonia Biotremoloogia Füsioloogiline akustika Zoomusikoloogia  Kategooria:Akustika Kategooria:Bioloogia harud.",Bioacoustics
3671,Kompatibilism,"Kompatibilism on veendumus, et vaba tahe ja determinism on ühilduvad ideed, kus mõlemat on võimalik uskuda, sealjuures minemata vastuollu loogikaga.  Kompatibilistid usuvad, et vabadus võib mingis olukorras olla olemas või puududa põhjustel, millel pole mingit seost metafüüsikaga.  Nad määratlevad vaba tahte kui vabaduse tegutseda vastavalt inimese motiividele, kohtamata meelevaldseid takistusi teiste isikute või institutsioonide poolt.  Kategooria:Viideteta väidetega artiklid  Näiteks kohtud lange.",Compatibilism
1385,Bosnia sõda,"Bosnia sõda (serbia-horvaadi keeles Rat u Bosni i Hercegovini; Рат у Босни и Херцеговини) oli Bosnias ja Hertsegoviinas 1992.  aasta 6.  aprillist kuni 14.  detsembrini 1995 toimunud sõda, milles osalesid Bosnia ja Hertsegoviina Vabariigi relvajõud ning Bosnias asunud Bosnia serblased (Serbia Krajina Vabariik) ja Bosnia horvaatide (Horvaatia Hertseg-Bosnia Vabariik), mida toetasid vastavalt Serbia ja Horvaatia.   See oli üks Jugoslaavia lagunemisel toimunud sõdadest.  Juba 1991.  aastal olid Jugoslaav.",Bosnian War
4009,Leipzigi Ülikool,"Leipzigi Ülikool (Universität Leipzig) asub Saksamaal Leipzigis.  See on üks vanemaid ülikoole Euroopas.    See asutati 1409.  aasta alguses ja koosnes algul neljast teaduskonnast.    Saksa DV aegadel oli ülikooli nimi Leipzigi Karl Marxi (nimeline) Ülikool (saksa Karl-Marx-Universität, lühend KMU).    Praegu on ülikoolil 14 teaduskonda ja umbes 29 000 üliõpilast.  Instituute on 150 ja õppeprogramme 190.  See on Saksimaa suuruselt teine ülikool.    Ülikool on asutamisest saadik pidevalt tegutsenud.  Kõig.",Leipzig University
5561,Psyche,,
5184,Paavst,pisi|250 px|Püha Aujärje vapp pisi|250 px|Paavst Franciscus külastas Eestit 25.  septembril 2018 Paavst (ka Rooma paavst; ladina keeles papa; kreeka keeles πάππας pappas 'isa') on katoliku kiriku piiskopipühitsusega pea ja Vatikani riigipea.  Katoliiklased tunnistavad paavsti apostelliku suktsessiooni alusel apostel Peetruse järglasena.  Alates 2013.  aastast on paavst Franciscus.   Eestit on külastanud paavstid Johannes Paulus II aastal 1993 ja Franciscus aastal 2018Paavst Eestis (vaadatud 20. 08. 201.,Pope
5632,Pürronism,"Pürronism on skeptikust filosoofi Pyrrhoni vaateist lähtuv filosoofiline koolkond, mille rajas Ainesidemos (1.  sajand eKr) ja mida on sellisena nimetanud Sextus Empiricus.   Kategooria:Filosoofia.",Pyrrhonism
6217,Subalternsus,,
4505,Meister Eckhart,"Meister Eckhart (tegelikult Eckhart von Hochheim; u 1260– u 1328) oli saksa teoloog, filosoof ja müstik.    Ta sündis Erfurdi lähistel Tüüringis.  Meister tähendab Eckharti akadeemilist tiitlit – magistrit – mille ta sai Pariisis.    Ta tegutses Avignoni paavstide ajal, kui oli ka palju pingeid frantsiskaanide ja dominikaanide vahel.  Ta sattus nende vastuolude keskmesse, oli frantsiskaanide vastu ja dominikaanide poolt, mis viis ta lõpuks frantsiskaanide kohtu alla.  Paavst Johannes XXII kuulutas Ec.",Meister Eckhart
813,Aleksei Lossev,"Aleksei Fjodorovitš Lossev (22.  september (vana kalendri järgi 10.  september) 1893 Novotšerkassk, Venemaa – 24.  mai 1988 Moskva) oli vene filosoof ja filoloog, professor (1923) ja filoloogiadoktor (1943).    Elulugu  1915.  aastal lõpetas Lossev Moskva ülikooli ajaloo-keeleteaduskonna kahel erialal: filosoofia ja klassikalise filoloogia alal.  Ülikoolis suhtles ta lähedalt paljude religioossete filosoofidega, sealhulgas Nikolai Berdjajevi ja Pavel Florenskiga.   Kuna filosoofiat tal õpetada ei lubat.",Aleksei Losev
3823,Kultuuri,,
5316,Peter Singer,"pisi|Peter Singer (2012) pisi|Peter Singer (2007)  Peter Albert David Singer (sündinud 6.  juulil 1946 Melbourne'is) on Austraalia filosoof.  Ta on Princetoni ülikooli Ira W.  DeCampi õppetooli professor.  Ta on ateist.  Filosoofias on ta erialaks praktiline eetika, millele läheneb utilitaristlikult.   Tema tuntumate teoste hulka kuuluvad ""Loomade vabastamine"" (""Animal Liberation"" 1975, eesti keeles 2021) ja ""Practical Ethics"" (1980).   Singeri teooriad üritavad ühelt poolt laiendada mõningaid inimõigu.",Peter Singer
4493,Megaliit,pisi|Megaliidid Carnacis Bretagne'is Prantsusmaal Megaliit (kreekakeelsetest sõnadast μέγας megas 'suur' ja λίθος lithos 'kivi') tähendab suurt kivirahnu.  Sõna kasutatakse ka nendest tehtud enamasti kultusliku otstarbega kivirajatise ehk megaliitehitise kohta.   Vaata ka  Rändrahn  Menhir  Dolmen  Kromlehh   Viited   Välislingid Meediafailid megaliitide kohta Commonsis  Kategooria:Muistised Kategooria:Ehitised.,Megalith
6645,Toomas Karjahärm,"Toomas Karjahärm (sündinud 23.  märtsil 1944 Tallinnas) on eesti ajaloolane.   Hariduskäik  1962 Tallinna 22.  Keskkool  1970 Tartu Riiklik Ülikool ajaloo erialal  1974 ajalookandidaat (Eesti NSV Teaduste Akadeemia)  1983 ajaloodoktor (Eesti NSV Teaduste Akadeemia)  Elukäik 1970–1975 oli ta nooremteadur Eesti NSV Teaduste Akadeemia Ajaloo Instituudis, 1972–1990 õppejõud, 1984.  aastast professor, pedagoogikateaduskonna dekaan ning marksismi-leninismi kateedri juhataja Tallinna Riiklikus Konservatoor.",
4969,Norm (filosoofia),,
80,1617,"1617.  aasta (MDCXVII) oli 17.  sajandi 17.  aasta.    Sündmused maailmas    . . .    Sündmused Eestis   Likvideeriti Narva lään, mis koosnes Narva ja Vasknarva foogtkondadest.   Peale Narva Lääni likvideerimist sai  Alutaguse kihelkonnast Ingerimaa osa.    . . .    Sündinud    . . .    Surnud    . . .    1617.",1617
5430,Poliitiline ökonoomia,"thumb|Jean-Jacques Rousseau, ""Discours sur l'oeconomie politique"", 1758 Poliitiline ökonoomia ehk poliitökonoomia on majandusteaduse haru, mis mõtestab majandusliku arengu seaduspärasusi lähtudes ühiskonna ajaloolise arengu astmetest ja majanduse analüüsil on vajalik samaaegne ühiskonna analüüs.   Mõistet ""poliitiline ökonoomia"" käsitles esimest korda 17.  sajandi alguses Prantsusmaal Antoine de Montchrestien teoses ""Poliitilise ökonoomia traktaat"".  Seda kasutati feodalismis tekkinud absolutistlik.",Political economy
5381,Piisav tingimus,"„X on Y piisav tingimus“ tähendab: kui X, siis Y (või: iga kord, kui X, siis Y).  Näiteks „vihma sadamine on selle piisav tingimus, et ta läheb vara koju“ tähendab, et iga kord kui sajab, läheb ta vara koju.   	 X võib olla Y piisav, kuid mitte tarvilik tingimus.  X võib olla Y tarvilik, kuid mitte piisav tingimus.  X võib olla Y piisav ja tarvilik tingimus.  Sel juhul X ja Y on ekvivalentsed.  Kui X on Y piisav ja tarvilik tingimus, siis Y on X tarvilik ja piisav tingimus.  	 Kui X on Y piisav tingimu.",Necessity and sufficiency
295,1928,"1928.  aasta (MCMXXVIII) oli 20.  sajandi 28.  aasta.    Sündmused maailmas    Jaanuar    . . .    Veebruar  11.  veebruar – Šveitsis Sankt Moritzis algasid II taliolümpiamängud.    Märts    . . .    Aprill    . . .    Mai  17.  mai – Hollandis Amsterdamis algasid IX kaasaegsed suveolümpiamängud.    Juuni   9.  juuni – Charles Kingsford-Smith ja Charles Ulm lendasid esimestena maailmas üle Vaikse ookeani.    Juuli   6.  juuli – New Yorgis esilinastus 57-minutine helifilm, krimidraama ""Lights of New York"" (""New Yorg.",1928
942,Anatoli Mitt,"Anatoli Mitt  (23.  jaanuar 1909 Peterburi – 15.  mai 1980 Tartu) oli eesti füüsik ja füüsikapedagoog.   Ta lõpetas aastal 1926 Hugo Treffneri Gümnaasiumi ja 1932 Tartu Ülikooli matemaatika-loodusteaduskonna füüsika osakonna cum laude.    Õpetas füüsikat Hugo Treffneri Gümnaasiumis ja asus 1941.  a TÜ füüsika kateedrisse assistendiks.  Oli TRÜ üldfüüsika kateedri juhataja ning matemaatika-loodusteaduskonna, füüsika-matemaatikateaduskonna ja füüsika-keemiateaduskonna dekaan.  1960.  aastatel võttis enese.",
1493,Charles Sanders Peirce,"pisi|Charles Sanders Peirce umbes 1870  Charles Sanders Peirce [pöörss] (10.  september 1839 Cambridge (Massachusetts) – 19.  aprill 1914) oli USA filosoof ja mitmekülgne teadlane, polühistor, sealhulgas loogik ja matemaatik.  Ta on üks semiootika rajajaid.   Viimastel kümnenditel on huvi Peirce'i loomingu vastu märgatavalt kasvanud.  Tal olid uudsed ideed paljudel aladel, eriti matemaatikas, loogikas ja filosoofias.   Peirce pani aluse filosoofilisele suunale pragmatismile (hiljem nimetas ta oma posi.",Charles Sanders Peirce
3736,Kooskõlalisus,,
7394,Ökofilosoofia,,
6543,Terve mõistus,"Terve mõistus, ka tavamõistus, ka argimõistus, on varauusaegses filosoofias inimese võime koordineerida erinevate meelte andmeid.  Terve mõistuse objektiks on ""ühised sensibiilid"" (kvaliteedid) nagu näiteks liikumine, mida tajutakse rohkem kui ühe meele abil.   Hiljem hakati terve mõistuse all mõistma igasugust teooriast ja skeptitsismist vaba otsustusvõimet.   Kirjandus  Simon Blackburn.  Oxfordi filosoofialeksikon lk 445.  Artikkel ""Terve mõistus""  Kategooria:Epistemoloogia.",Common sense
901,An Essay Concerning Human Understanding,"""An Essay Concerning Human Understanding"" (""Essee inimmõistusest""; ka ""Essee inimarust"") on inglise filosoofi John Locke'i filosoofiaalane teos, mis ilmus aastal 1689 (kuigi trükitud aastaarvuks on 1690).   Kirjandus  Roomet Jakapi ""Moraalirelativism Locke'i ""Essees""?"" Akadeemia 3/2005, lk 598–620  Kategooria:Filosoofiateosed Kategooria:1689 Kategooria:1690.",An Essay Concerning Human Understanding
4515,Mentaalsed sündmused,,
1506,Christian Beyer,,
5247,Paul Grice,"Herbert Paul Grice [graiss] (ta kasutas põhiliselt autorinime Paul Grice, mõne korra ka nimekuju H.  P.  Grice; 13.  märts 1913 Birmingham – 28.  august 1988 Berkeley, California) oli Briti filosoof, kes töötas pikka aega USA-s.   Ta on tuntud eelkõige uudsete ideede poolest keelefilosoofias (tähenduse loomus, Grice'i maksiimid, implikatuurid).  Peale selle on ta andnud panuse metafüüsikasse, eetikasse ning Aristotelese ja Kanti uurimisse.    Suuresti tänu Grice'ile on 1970ndate ja 1980ndate jooksul tä.",Paul Grice
581,A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful,"""A Philosophical Enquiry into the Origin of our Ideas of the Sublime and Beautiful"" (""Filosoofiline uurimus meie üleva- ja kauniideest"") ehk lühendatult ""A Philosophical Enquiry"" on Edmund Burke'i filosoofiline teos.    See ilmus esimest korda 1757.  aastal Londonis Robert ja James Dodley väljaandel.  Aastal 1759 ilmus teine trükk täiendava eessõnaga ja ""Sissejuhatusega maitsest"".    Kokkuvõte teise trüki järgi Esimese trüki eessõna Burke oli sageli nõutu, nähes, kui kaugel ta on meie kirgede täpses.",A Philosophical Enquiry into the Origin of Our Ideas of the Sublime and Beautiful
1108,Aristotelese esteetika,,
4200,Lucian,,
6490,Televisioon,"thumb|upright=1. 35  Televisioon (lühend TV) on üks elektroonilise teabelevi vorme, mis võimaldab pildi, video ja heli ülekannet ja vastuvõttu.  Televisioon ringhäälingu liigina tegeleb teleülekannete korraldamisega.   Televisiooniülekandeid võtab vastu ja esitab televiisor.   Liigitus Televisiooni võib liigitada telepildi lahutusvõime järgi:  tavalahutusega televisioon,  kõrglahutusega televisioon, ultrakõrglahutusega televisioon; edastatavate signaalide järgi: analoogtelevisioon, digitaaltelevisio.",Television
4742,Mortal Questions,"""Mortal Questions"" on filosoof Thomas Nageli esseede kogumik.   See ilmus esimest korda 1979 Cambridge University Pressi väljaandel.   Sisukokkuvõte Eessõna Filosoofia on alati tegelnud ka sellega, kuidas surelikku elu mõista ja kuidas seda elada.  Mõned raamatu teemadest ei ole analüütilises filosoofias palju tähelepanu leidnud, sest nendest on raske selgelt ja täpselt rääkida ning neid on faktide ja tunnete segust raske lahutada.  Nende puhul tuleb kasutada filosoofilist meetodit, mis taotleb ka i.",
6529,Teoreetiline bioloogia,"Teoreetiline bioloogia on eluprotsesside mudelite, teooriate ja reeglitega tegelev bioloogia osa.    Esimesi monograafiaid, mis teoreetilise bioloogia nime kasutavad, on   Johannes Reinke, Einleitung in die theoretische Biologie (1901; 1910)  Jakob von Uexküll, Theoretische Biologie (1920; 1928)  Matemaatiliste mudelite rakendamine teoreetilises bioloogias hakkas laiemalt levima 1920. –1930.  aastaist alates (D'Arcy Thompson, Alfred Lotka, Ronald A.  Fisher, Ludwig von Bertalanffy, Nicolas Rashevsky.",Theoretical Biology
2081,Enyalios,,
4764,Muusikaesteetika,"Muusikaesteetika on muusika olemust, omadusi ja seaduspärasusi uuriv esteetika ja muusikateaduse aladistsipliin.   Välislingid ""Kahekõne.  Muusikaesteetika ja kosmoloogia"" Raadiosaade, eetris 28. 11. 2002  Kategooria:Muusikateadus Kategooria:Esteetika.",Aesthetics of music
3672,Komplementaarsusprintsiip,"Komplementaarsusprintsiip on Niels Bohri sõnastatud printsiip, mille kohaselt mingi nähtuse näitlik mõistmine võib nõuda mitme üksteisega vastuolus oleva mudeli kasutamist.   Kategooria:Kvantmehaanika.",Complementarity (physics)
5978,Sealpool head ja kurja,,
